Civil rights protests	0.2247
Administrative law	0.2221
Local government	0.2201
People from Baltimore, Maryland	0.2193
Identity politics	0.2162
Courts	0.2121
Morality	0.2058
Death	0.2001
13	-1
Democratic Party (United States)	1
Georgia (U.S. state)	1
Arizona	1
Donald Trump	1
Voter turnout	1
Electoral College (United States)	1
Democracy	1
United States	1
Accountability	1
Elections	1
Voting	1
Politics of the United States	1
Politics	1
Political events	1
Government	1
Presidency of the United States	0.9523
American politicians	0.9492
Hillary Clinton presidential campaign, 2016	0.9379
United States presidential election	0.8751
Politics of North America	0.8729
Executive branch of the United States government	0.8543
Political action committee	0.8234
Federal elections of the United States	0.7812
Facebook	0.7049
Republican Party (United States)	0.6993
Liberalism	0.6915
American political people	0.6671
United States federal policy	0.611
United States presidential campaigns	0.5926
CNN	0.5884
Brooklyn	0.5636
Politicians	0.5441
Presidencies	0.5268
Political campaign	0.5242
Forms of government	0.5145
Quadrennial events	0.513
Public administration	0.5086
Election	0.4984
Red states and blue states	0.4903
Incumbent	0.4703
Hillary Clinton	0.4434
United States Senate	0.4404
Presidents	0.4242
Political party	0.4173
Government of the United States	0.4148
Hispanic and Latino Americans	0.4005
Political parties	0.3852
Election campaigns	0.3815
Social institutions	0.3791
Presidents of the United States	0.3788
African American	0.378
Candidates for President of the United States	0.3621
Facebook Messenger	0.3508
Political families of the United States	0.3387
Opinion poll	0.3382
Public sphere	0.3355
Investment	0.3282
Government-related organizations	0.3201
Social epistemology	0.3123
Political corruption	0.3009
Anonymity	0.2967
Public policy	0.2922
First Families of the United States	0.2849
Political organizations	0.2833
Political ideologies	0.2816
North America	0.2733
Heads of state of the United States	0.259
Atlanta	0.2518
United States presidential Democratic Party campaigns	0.2343
Superpowers	0.2286
Social liberalism	0.2253
Evaluation	0.2239
American families of English ancestry	0.2219
United States presidential Republican Party campaigns	0.2124
Second Party System	0.2115
Knowledge	0.2098
Atlanta metropolitan area	0.2085
Critical theory	0.2083
Politics of the Americas	0.2062
Executive heads of state	0.2011
14	-1
Lighthouse	1
Ship	1
National Transportation Safety Board	1
United States Coast Guard	1
Hurricane Joaquin	1
Cargo	1
Coast guard	1
United States	1
Sea captain	1
Water transport	1
Transport	1
Ships	0.9417
Disasters	0.9172
Tropical cyclone	0.8422
Atlantic hurricanes	0.8172
CNN	0.7889
Faro, Portugal	0.7571
Transport safety	0.7493
Tropical cyclones	0.7462
Atlantic hurricane seasons	0.724
Watercraft	0.7081
Windstorms	0.6734
Tropical cyclone seasons	0.648
United States Merchant Marine	0.6149
Transport accidents and incidents	0.6139
Natural disasters	0.6055
Vortices	0.5846
Storm	0.5589
Individual vehicles	0.5216
Accidents	0.5207
Man-made disasters	0.5202
Atlantic Ocean	0.5174
Facebook	0.5109
Maritime incidents	0.5076
Ship transport	0.4982
Industries	0.4959
Tropics	0.4941
Aviation risks	0.4846
Integrated Deepwater System Program	0.4801
Safety	0.471
Facebook Messenger	0.451
Water	0.4508
Aviation accidents and incidents	0.4425
Aviation	0.4385
Shipping	0.4382
Transport disasters	0.4091
Deepwater Horizon	0.4061
Shipwrecks	0.4042
Law of the sea	0.3994
Flight recorder	0.3981
Aviation safety	0.3951
Physical geography	0.3837
Shipwreck	0.3831
Christopher A. Hart	0.3752
Oceans	0.3686
Natural hazards	0.3653
Military branches	0.3397
Maritime disasters	0.3247
Safety culture	0.3212
Logistics	0.3024
Technology	0.2848
Jacksonville, Florida	0.2811
Coast guards	0.2762
Puerto Rico	0.275
Navigation	0.266
Sea rescue organisations	0.2647
Aircraft	0.255
Florida	0.2522
Global Positioning System	0.2466
Weather forecasting	0.2425
Military organization	0.2368
Weather	0.2334
Debris	0.227
Natural events	0.2266
International relations	0.2236
The Bahamas	0.2232
Civil defense	0.222
Category 4 tropical cyclones	0.2158
Emergency management	0.2145
Government	0.2042
Category 4 Atlantic hurricanes	0.2016
16	-1
Police	1
Shooting of Trayvon Martin	1
Neighborhood watch	1
9-1-1	1
Dispatcher	1
Raleigh, North Carolina	1
Crime	1
Warning shot	0.8271
Misconduct	0.8024
Firearm	0.7925
Law enforcement	0.7695
Social issues	0.7632
Criminal justice	0.7542
CNN	0.7354
Politics	0.709
Jury	0.6902
Witness	0.6753
Crimes	0.6734
George Zimmerman	0.6392
Facebook	0.6362
Criminal law	0.6305
Violence	0.6222
WTVD	0.5976
Human rights abuses	0.5201
Government	0.5164
Murder	0.5163
Law	0.5137
Self-defense	0.4746
Letter box	0.4532
Justice	0.4526
Controversies	0.4257
National security	0.4236
Facebook Messenger	0.4189
North Carolina	0.4133
Shotgun	0.3776
Human rights	0.3745
Social institutions	0.373
Problem behavior	0.3505
Verdict	0.3472
Security	0.3423
Crime prevention	0.3167
Public sphere	0.316
Fuck	0.3127
United States law	0.3034
Culture	0.2923
Law enforcement techniques	0.2919
Plea	0.2878
Legal procedure	0.2877
Chad	0.2875
Redux (The X-Files)	0.2862
Wake County, North Carolina	0.2827
Social problems	0.2718
Public safety	0.2677
The News & Observer	0.2623
Criticisms	0.2614
African American	0.2612
Violent crime	0.2598
Criminal procedure	0.2561
Prison	0.2531
Gunshot	0.253
WakeMed	0.2511
Abuse	0.251
Conflicts	0.243
Adolescence	0.2395
African-American-related controversies	0.2362
Funeral	0.2329
Man-made disasters	0.23
Trials	0.2298
Injustice	0.2291
United States	0.2237
Race and crime	0.2187
Civil rights and liberties	0.218
Conflict	0.2178
Protests	0.213
Applied ethics	0.2119
Causes of death	0.2118
Courtroom	0.209
Aggression	0.203
Activism	0.2006
17	-1
Argentina	1
United States	1
Dirty War	1
Zbigniew Brzezinski	1
Human rights	1
Declassification	1
International security	1
National security	1
International relations	1
Government	1
Politics	1
Social issues	0.9833
Classified information in the United States	0.874
Foreign policy	0.8402
CNN	0.8005
Global politics	0.7656
Security	0.7528
Government of the United States	0.7513
Barack Obama	0.7297
Crimes	0.7203
Social institutions	0.719
War	0.6972
Facebook	0.6882
Human rights abuses	0.6818
History of Argentina	0.6718
Foreign relations of the United States	0.6185
Diplomacy	0.6172
Public administration	0.6168
Culture	0.5506
Forced disappearance	0.5415
White House	0.5215
Director of National Intelligence	0.52
Violence	0.4921
Conflicts	0.4896
International criminal law	0.483
Political ideologies	0.4741
Public sphere	0.4639
Public policy	0.4569
Information sensitivity	0.4402
Mauricio Macri	0.4386
Ambassador	0.4324
Federal government of the United States	0.4317
Political science	0.4307
Injustice	0.4305
Jimmy Carter	0.4265
Cold War	0.4251
Institutional abuse	0.4212
Government information	0.4207
Peace	0.4202
Executive branch of the United States government	0.4191
Politics of Asia	0.4158
Applied ethics	0.4055
Social problems	0.404
Political repression	0.382
Roberto Eduardo Viola	0.3815
Rights	0.3795
Conservatism in the United States	0.3781
President of the United States	0.3702
Cyrus Vance	0.3641
Military	0.363
Conflict	0.3627
Anti-communism	0.3536
Buenos Aires	0.352
Abuse	0.3508
Justice	0.3453
Espionage	0.3449
South America	0.3387
Forms of government	0.3371
Facebook Messenger	0.3363
Crime	0.336
Capital punishment	0.3264
Secrecy	0.3196
Civil rights and liberties	0.3089
Presidencies	0.3034
Politics of the United States	0.2993
United States federal policy	0.2954
Communism	0.2947
Administrative law	0.2916
Law	0.2874
Intelligence (information gathering)	0.2845
The New York Times	0.283
Political theories	0.2829
Government of Argentina	0.2807
Obfuscation	0.271
Cultural politics	0.2659
Politics of Argentina	0.2642
Terrorism	0.2619
Presidents	0.2564
Classified information	0.2563
Ethical principles	0.2556
International law	0.2549
Military science	0.2541
Wars	0.2528
Counter-terrorism	0.2502
Export-Import Bank of the United States	0.2431
Criminal law	0.2412
Political movements	0.2291
Right-wing politics	0.2273
Presidency of the United States	0.2268
Government agency	0.2206
Global conflicts	0.2198
Privacy	0.2197
Military dictatorship	0.2181
Democracy	0.2164
Military intelligence collection	0.2149
Government institutions	0.2147
Persecution	0.2134
The Washington Post	0.2132
Social psychology	0.2103
Asia	0.2098
Latin America	0.204
New York	0.2018
Public safety	0.2017
Transitional justice	0.2016
18	-1
Honeymoon	1
Visa (document)	0.8822
Italy	0.8415
International relations	0.8414
Passport	0.8311
Greece	0.7672
Politics	0.7112
Government	0.6789
Facebook	0.6736
Social institutions	0.5897
National security	0.5871
India	0.5656
Twitter	0.5146
Social issues	0.438
Culture	0.4134
Foreign policy	0.3886
International travel documents	0.3793
Diplomacy	0.3765
Swaraj	0.3695
CNN	0.369
Facebook Messenger	0.3655
Sushma Swaraj	0.3486
Social media	0.328
Security	0.3151
Global politics	0.306
International transport	0.2976
Personal documents	0.2972
Travel	0.265
Communication	0.2465
United States	0.2435
Marriage	0.2354
Public sphere	0.2343
Human rights abuses	0.2342
Public records	0.233
Spanish language	0.2206
Intimate relationships	0.2195
Mass media	0.2128
Diplomatic mission	0.2088
Computer-mediated communication	0.2035
Social conventions	0.2029
19	-1
Rubella	1
Pregnancy	1
Abortion	1
Zika virus	1
United States	1
Infant	1
Virus	1
Planned Parenthood	1
Congenital disorder	1
Epidemic	1
Democratic Party (United States)	1
Measles	1
Parenting	1
Disease	1
Centers for Disease Control and Prevention	1
Microcephaly	1
Ronald Reagan	1
Birth control	1
Late termination of pregnancy	1
Republican Party (United States)	1
Human reproduction	1
Medicine	1
Health	1
Medical specialties	1
Health sciences	0.9631
Infection	0.9548
Human pregnancy	0.9512
Facebook	0.9182
Reproductive rights	0.8718
Abortion-rights movements	0.8701
Clinical medicine	0.8585
Risk	0.8569
Abortion in the United States	0.8534
Miscarriage	0.7916
Supreme Court of the United States	0.7847
Norman Gregg	0.7735
Diseases and disorders	0.7591
Public health	0.7409
Obstetrics	0.736
Florida	0.7299
Harry Reid	0.712
CNN	0.6943
Politics	0.6925
United States Senate	0.6839
Disability	0.6654
Mammalian pregnancy	0.6586
Sexual health	0.6559
Motherhood	0.6436
Medical ethics	0.6305
Childhood	0.6274
Infant mortality	0.6224
Right to life	0.6148
Medical law	0.6022
Social institutions	0.5976
Texas	0.5953
Germany	0.5904
Human sexuality	0.5719
NARAL Pro-Choice America	0.5685
Women	0.5671
Infectious diseases	0.5647
Opinion poll	0.5554
Ethically disputed practices	0.552
Methods of birth control	0.5493
Bioethics	0.5387
Family planning	0.535
Public sphere	0.5305
Social issues	0.5275
Supreme court	0.5198
Immunology	0.5126
United States Constitution	0.5116
Sustainability and population	0.4897
Health care	0.4844
Sexual reproduction	0.4839
Fertility	0.4824
Applied ethics	0.4755
Rape	0.4659
Human rights	0.4622
Women's rights	0.4613
RTT	0.4612
Reproduction	0.4572
Pediatrics	0.4511
Microbiology	0.4455
United States Congress	0.4445
Identity politics	0.4441
National Right to Life Committee	0.4437
Barack Obama	0.4436
Vaccine	0.4418
Medical humanities	0.4327
Gynaecology	0.4325
Precedent	0.4299
Visual impairment	0.4265
Social ethics	0.4265
Reproductive health	0.4185
Government	0.4162
Therapeutic abortion	0.4124
Hearing loss	0.4105
Women's health	0.4013
Gender equality	0.3985
Interpersonal relationships	0.3961
Children's health	0.389
Twitter	0.3753
Culture	0.3749
Professional ethics	0.3727
Family	0.3719
Preventive medicine	0.368
Virology	0.3623
Mainstream	0.3567
Incest	0.3562
Patient	0.347
Ultrasound	0.3465
Politics of the United States	0.3454
Human development	0.3428
Viral diseases	0.3425
Life sciences	0.3423
Social psychology	0.3416
Party leaders of the United States Senate	0.3365
News	0.3331
Ethics of science and technology	0.3318
State legislature (United States)	0.3247
Facebook Messenger	0.3236
Husband	0.3234
Controversies	0.3207
Institutionalisation	0.3183
Mosquito	0.3178
Conservatism	0.313
CBS	0.3096
Civil rights and liberties	0.3049
Congenital rubella syndrome	0.3044
Conversation	0.3038
Maternal health	0.2972
Theory of medicine	0.2942
Rubella virus	0.293
Health law	0.287
Psychology	0.2851
Viruses	0.2809
Law	0.2806
Life (magazine)	0.2766
Mexico	0.264
Social stigma	0.2633
Health education	0.2527
Politico	0.2521
Medical school	0.252
Symptom	0.2503
Vice president	0.2475
England	0.2464
Politicized issue	0.2459
Insurance	0.2458
Fever	0.2385
Social problems	0.2384
United States Department of State	0.2382
Medical diagnosis	0.2366
Biology	0.2364
Abortion debate	0.2337
Justice	0.2336
Historian	0.2319
Congenital disorders	0.2308
Human life stages	0.2252
Egalitarianism	0.224
Demographic economics	0.223
Civil and political rights	0.2228
Equality rights	0.2202
Ophthalmology	0.2199
Living arrangements	0.2131
Syndrome	0.2122
Guttmacher Institute	0.2117
Science	0.2096
Politics of North America	0.2082
Urology	0.2073
Ageing	0.2059
Determinants of health	0.2048
Outbreak	0.2046
Virus-related cutaneous conditions	0.2044
Minority leader	0.2027
Intellectual disability	0.2005
Infection-related cutaneous conditions	0.2005
20	-1
Republican Party (United States)	1
Donald Trump	1
CNN	1
United States Senate	1
American politicians	1
Politics of the United States	1
United States	1
Politics	1
Executive branch of the United States government	1
Hillary Clinton	0.958
Presidency of the United States	0.9373
American political people	0.9322
Government of the United States	0.8631
Government	0.8477
Michael Chertoff	0.8395
Tom Ridge	0.8198
William Weld	0.7799
James Franklin Jeffrey	0.7528
Gary Johnson	0.7219
Politicians	0.6947
George W. Bush	0.6543
Facebook	0.6543
United States federal policy	0.6515
Susan Collins	0.6301
Presidents of the United States	0.6274
Michael Hayden (general)	0.6235
Politics of North America	0.596
Presidencies of the United States	0.5711
Presidencies	0.5675
Legislative branch of the United States government	0.5321
Central Intelligence Agency	0.5259
Federal elections of the United States	0.5198
Public administration	0.5126
Elections	0.5118
National security	0.5053
Mark Kirk	0.4895
Candidates for President of the United States	0.4889
United States presidential campaigns	0.4856
Democratic Party (United States)	0.4609
International Democrat Union member parties	0.4388
Illinois	0.4351
Candidate	0.4295
Adam Kinzinger	0.4284
Government-related organizations	0.4153
Libertarian Party (United States)	0.413
Presidency of George W. Bush	0.4122
United States presidential administrations	0.4097
United States House of Representatives	0.4094
Political parties	0.3943
Facebook Messenger	0.371
United States Environmental Protection Agency	0.3641
Heads of government	0.3574
National Security Agency	0.3519
Political families of the United States	0.3378
Public policy	0.3377
Foreign relations of the United States	0.3192
Heads of state of the United States	0.3187
United States government officials	0.3142
Election campaigns	0.3099
First Families of the United States	0.3021
The Washington Post	0.3006
State governors of the United States	0.2991
Bush family	0.2965
Political events	0.2879
Massachusetts	0.2829
New Mexico	0.2708
Wolf Blitzer	0.2706
Mexico	0.2701
Accountability	0.2701
Voting	0.2686
Iraq	0.2622
Executive heads of state	0.2583
Quadrennial events	0.2495
Homeland security	0.249
Democracy	0.246
Presidents	0.2455
Maine	0.2377
Republicanism in the United States	0.2309
American families of English ancestry	0.229
Turkey	0.2284
Ticket (election)	0.2181
Public sphere	0.2063
Political organizations	0.2033
21	-1
Empathy	1
CNN	1
Parent	1
Emotion	1
Parenting	1
Psychological resilience	1
Facebook	1
Social psychology	1
Behavioural sciences	1
Psychology	1
Twitter	0.8997
Science	0.8607
Mental health	0.8008
Cognition	0.7522
Cognitive science	0.6968
Life skills	0.6361
Psychiatry	0.6309
Psychological concepts	0.6104
Philosophy	0.6062
Metaphysics of mind	0.6012
Behavior	0.5952
Mantra	0.5859
Health	0.5613
Social institutions	0.5468
Education	0.5364
Subjective experience	0.5296
Human life stages	0.5244
Learning	0.5159
Culture	0.5029
Neuroscience	0.4908
Communication	0.4658
Human development	0.4654
Kelly Wallace	0.4593
Limbic system	0.4584
Epistemology	0.4443
Adult education	0.4433
Mental processes	0.4262
Interview	0.4193
Clinical psychology	0.4193
Toddler	0.4138
Psychiatry-related fields	0.4127
Emotions	0.4085
Facebook Messenger	0.4057
Quality of life	0.3853
Social problems	0.3789
Interpersonal relationships	0.3775
Politics	0.3696
Abnormal psychology	0.3642
Educational psychology	0.3475
Neurophysiology	0.3449
Anxiety	0.3424
Childhood	0.3345
United States	0.3338
Kindergarten	0.3312
Language	0.3235
Depression (mood)	0.3181
Family	0.3099
SAT	0.3075
Determinants of health	0.2713
Social ethics	0.2631
Social inequality	0.2602
Selfie	0.2537
Sleep	0.2535
Brain	0.2525
Report card	0.2489
Ethics	0.2487
Expert	0.2443
Nervous system	0.2403
Offender profiling	0.233
Human communication	0.2321
Science technology engineering and mathematics	0.2295
Brave New World	0.2285
Psychologist	0.2255
Living arrangements	0.2223
University of Michigan	0.2173
Dark triad	0.2087
Lego	0.2079
Mass media	0.2058
Mental and behavioural disorders	0.2043
Atlanta	0.2034
Personality disorders	0.2032
22	-1
Opinion poll	1
Voting	1
Donald Trump	1
Margin of error	1
Pennsylvania	1
Ohio	1
Florida	1
Democracy	1
Elections	1
Politics	1
Political events	1
Government	1
Accountability	0.9856
Politics of the United States	0.8532
American politicians	0.734
United States presidential election, 2016	0.7169
United States	0.7016
Federal elections of the United States	0.6977
Presidency of the United States	0.6925
Facebook	0.6518
Evaluation	0.6311
Liberalism	0.6256
Swing state	0.6034
Plus-minus sign	0.5993
Quinnipiac University	0.5733
Forms of government	0.5402
Politics of North America	0.5253
Public sphere	0.5241
Gary Johnson	0.5028
Social epistemology	0.476
Public administration	0.4591
Public opinion	0.4535
Swing (politics)	0.4503
Candidate	0.4501
Quadrennial events	0.4449
Polling	0.4426
American political people	0.4355
Quinnipiac University Polling Institute	0.43
Executive branch of the United States government	0.4258
Facebook Messenger	0.4193
Electoral College (United States)	0.4167
Political corruption	0.3957
Hillary Clinton	0.3893
Green Party of the United States	0.3731
Politicians	0.3711
Voter registration	0.3463
United States presidential campaigns	0.3375
Political science	0.3248
Election	0.3188
Jill Stein	0.3027
Decision theory	0.2937
United States federal policy	0.2923
Sampling (statistics)	0.2872
Presidencies	0.2816
Libertarian Party (United States)	0.2799
Candidates for President of the United States	0.2726
Quantitative research	0.2645
Data collection	0.2577
Social institutions	0.2575
Political ideologies	0.2497
Presidents	0.2454
Corruption	0.2324
Presidents of the United States	0.2278
Market research	0.2161
Suffolk	0.2127
CNN	0.2115
Rust Belt	0.2112
23	-1
Water	1
Chemical substance	1
Health	1
Perfluorooctanoic acid	1
United States Environmental Protection Agency	1
Water supply	1
United States	1
Cancer	1
Perfluorooctanesulfonic acid	1
Drinking water	1
Acid	1
Cholesterol	1
Facebook	1
Environment	1
Medical specialties	1
CNN	0.9057
Determinants of health	0.8764
Environmental health	0.8668
Health sciences	0.8503
Environmental issues	0.814
Obesity	0.8124
Clinical medicine	0.7784
Medicine	0.7472
Chemistry	0.7205
Vaccine	0.7103
Blood	0.7053
Pennsylvania	0.6669
Drinking	0.6664
Occupational safety and health	0.655
Ecology	0.634
Public health	0.6299
Drinking water quality in the United States	0.623
Science	0.6142
Allergy	0.6046
Environmental science	0.6002
Immune system	0.593
Toxicity	0.5854
Pollution	0.5823
Biology	0.5783
Scientist	0.5711
Materials	0.5686
Hypercholesterolemia	0.5652
Wastewater	0.5642
Chemical substances	0.5624
Immunology	0.5611
Autoimmunity	0.5325
Diseases and disorders	0.4999
Natural resources	0.4995
Influenza	0.497
Philippe Grandjean (professor)	0.4918
Social issues	0.486
Social problems	0.4637
Measles	0.4636
Chemist	0.4577
Life sciences	0.4439
Toxicology	0.4407
Antibody	0.4405
Arlene Blum	0.4327
Adolescence	0.4265
Florida	0.4243
Nature	0.4189
Natural environment	0.4034
Tetanus	0.399
New Jersey	0.3852
Food	0.3851
Sewage treatment	0.3847
Dust	0.3793
Diphtheria	0.3773
Prevention	0.3748
California	0.3733
Soil	0.3703
Science policy	0.3646
Carcinogen	0.3631
Safety	0.3622
Think tank	0.361
New York	0.36
Organic compounds	0.3575
Food and drink	0.3545
Puberty	0.3528
Public sphere	0.3518
Toxin	0.3515
Facebook Messenger	0.3457
Anatomy	0.3452
Illinois	0.3408
Risk management	0.3397
Liquids	0.3375
Environmental protection	0.3365
Social ethics	0.3357
Professor	0.3309
Physical sciences	0.3304
Ohio	0.3295
Twitter	0.3293
Alabama	0.3187
Nutrition	0.3175
Environmental Health Perspectives	0.3173
Massachusetts	0.3137
Newark, New Jersey	0.3114
Animal anatomy	0.3047
Delaware	0.3038
Georgia (U.S. state)	0.3038
Plant	0.3017
Chemical compounds	0.3005
Liver	0.2938
Research	0.289
Hormone	0.2848
Atmosphere of Earth	0.2847
Parts-per notation	0.2805
Jersey	0.2747
Minnesota	0.2717
Technology	0.2691
Politics	0.2682
Eindhoven University of Technology	0.2671
Environmental technology	0.2627
Transparent materials	0.2598
Tissue (biology)	0.2556
Pediatrics	0.2528
North Carolina	0.2502
Infant	0.25
Environmental engineering	0.2422
Email	0.2413
Portable Document Format	0.2378
Industries	0.2326
Pollutants	0.2318
Earth sciences	0.2289
Arizona	0.2286
Manufacturing	0.227
Harvard University	0.2254
Commercial item transport and distribution	0.2241
Soft matter	0.2209
Body fluid	0.2207
Organs	0.2173
Water management	0.2117
Chemical industry	0.2082
24	-1
Water slide	1
Schlitterbahn	1
CNN	0.8179
Amusement park	0.8149
Kansas	0.4401
Facebook	0.4139
Amusement parks	0.3565
Water park	0.3516
U.S. Consumer Product Safety Commission	0.3467
Inch	0.338
Outdoor recreation	0.316
Facebook Messenger	0.3151
Entertainment	0.3123
Guinness World Records	0.3088
United States	0.3082
Little Boy	0.2782
Tourist attractions	0.2754
Politics	0.2663
Safety	0.2368
Columbus, Ohio	0.2238
Social issues	0.2234
Nationwide Children's Hospital	0.2231
Crimes	0.2217
Culture	0.2195
Niagara Falls	0.2156
Guinness	0.2153
25	-1
Tax	1
Child care	1
Ivanka Trump	1
Payroll	1
Tax deduction	1
Income tax	1
Income	1
Finance	1
Public finance	1
Political economy	1
Economic policy	1
Business	1
Socioeconomics	1
Public economics	1
Accounting	1
Government finances	1
Economies	1
Taxation	1
Income distribution	1
Economics	1
Microeconomics	0.9601
Economic inequality	0.9021
General economics	0.8061
Social institutions	0.8041
Politics	0.8005
United States	0.7798
Payroll tax	0.7718
Macroeconomics	0.7658
Edward McCaffery	0.727
Facebook	0.7078
Money	0.6747
Wealth	0.6695
The New York Times	0.6515
Management	0.6318
Processes	0.6256
Personal finance	0.6244
Government	0.6243
Poverty	0.6195
Economic problems	0.618
Middle class	0.6062
Public sphere	0.5968
Welfare economics	0.5928
Public policy	0.5927
Donald Trump	0.5726
Economy of the United States	0.5568
Macroeconomics and monetary economics	0.5533
Expense	0.5412
Tax bracket	0.5337
Caregiver	0.5323
Heterodox economics	0.501
Facebook Messenger	0.4789
Tax rate	0.4726
Revenue	0.4679
Average cost	0.4319
Paycheck	0.4296
New York	0.3882
Public administration	0.3704
Jared Kushner	0.363
Capitalism	0.3565
United States economic policy	0.3487
Organisation for Economic Co-operation and Development member economies	0.3484
Inequality	0.3441
Cost	0.3429
Economy of North America	0.3327
Household behavior and family economics	0.3313
Government budget balance	0.3189
United States federal policy	0.3084
World Trade Organization member economies	0.3084
Detroit	0.2975
Employment	0.2807
Government of the United States	0.28
Economy	0.2697
CNN	0.266
Workforce	0.2565
Mathematics	0.2398
New York City	0.2384
Science	0.2377
Political science	0.2347
Labor economics	0.2328
The Times	0.2311
Human resource management	0.2306
Budget	0.2162
Modesty	0.2136
University of Southern California	0.204
Politics of the United States	0.2021
Health	0.2011
Social issues	0.2002
26	-1
Petroglyph	1
Hawaii	1
Archaeology	1
Waianae, Hawaii	1
Beach	1
Museology	1
Culture	1
Cultural heritage	0.9713
United States	0.7683
Expert	0.7604
Coast	0.6844
Conservation and restoration	0.6687
Ethnicity	0.5665
Science	0.5641
Visual arts	0.5036
Arts	0.481
Facebook	0.4556
Rock art	0.4263
Texas	0.4102
Cultural anthropology	0.4062
United States Army	0.3795
Cultural education	0.3779
Facebook Messenger	0.3719
Tourism	0.3621
Historic preservation	0.3544
Oahu	0.352
Archaeological artifacts	0.3463
Art media	0.3274
Scientist	0.316
Sandstone	0.3068
Critical theory	0.3062
Science technology engineering and mathematics	0.2876
Archaeological artefact types	0.2688
Ancient art	0.2674
Indigenous art	0.2664
Tradition	0.2539
Engraving	0.2488
Religion	0.2212
Academia	0.2205
Artifact (archaeology)	0.2185
Archaeological sites	0.2143
Individual physical objects	0.214
Pre-Columbian era	0.2126
Genealogy	0.2114
Archaeology of the Americas	0.2095
Sand	0.2061
28	-1
Distracted driving	1
Text messaging	1
Traffic collision	1
Facebook	1
Adolescence	1
Twitter	1
Snapchat	1
Texting while driving	1
Safety	1
Social media	1
National Safety Council	0.9006
Technology	0.8908
Facebook Messenger	0.8631
Students Against Destructive Decisions	0.8522
Instagram	0.8493
Telephone	0.7487
Video game	0.7395
Communication	0.7199
YouTube	0.6818
Online services	0.6347
CNN	0.6097
Computer-mediated communication	0.593
Road traffic safety	0.5925
Cyberspace	0.5772
Public sphere	0.5703
Driving under the influence	0.5619
Road transport	0.5317
Industries	0.5303
Extraversion and introversion	0.5212
World Wide Web	0.5159
Social psychology	0.4911
Service industries	0.4873
Road safety	0.4827
Politics	0.4554
Transport	0.4554
Transport safety	0.4493
Behavioural sciences	0.4453
Land transport	0.4444
Social networking service	0.4432
Digital media	0.443
Social institutions	0.4386
Mass media	0.434
United States	0.4198
Risk	0.4025
Social information processing	0.3992
Computing	0.3933
Multimedia	0.3843
Social issues	0.3752
Mobile phone	0.371
Highway	0.3602
Media sharing	0.3576
Social networking services	0.3563
Google	0.3529
Internet	0.3496
Traffic	0.3446
Police car	0.3442
Automobiles	0.3441
Websites	0.3408
Telecommunications	0.3399
Psychology	0.3337
Social networks	0.3286
Prevention	0.3262
Electronic publishing	0.324
CNNGo	0.3206
Advocacy group	0.3177
Simulation	0.3175
Hazards	0.3151
Injury prevention	0.3141
Trait theory	0.312
Digital technology	0.3116
Driving	0.3111
Advocacy	0.3109
Social software	0.3076
Traffic law	0.3067
Hazardous motor vehicle activities	0.3031
Business	0.3005
Spotify	0.2989
Human communication	0.2979
Intellectual works	0.2972
Government	0.2968
Web 2.0	0.2957
Truck	0.2897
Birmingham, Alabama	0.289
Mobile technology	0.286
Transport law	0.2852
Data processing	0.2729
Collective intelligence	0.271
Culture	0.2707
Portable Document Format	0.2683
Lobbying	0.268
Information Age	0.2648
Science	0.2639
Centers for Disease Control and Prevention	0.2591
Google Maps	0.2579
Cognition	0.2558
Oklahoma	0.2556
Media technology	0.2551
Police	0.2529
Activism	0.2508
iPhone	0.247
Health	0.247
Public opinion	0.2442
Driver distraction	0.2413
Laboratory	0.2408
Applied ethics	0.2391
Liberty Mutual	0.2333
Online organizations	0.2318
iOS (Apple)	0.2312
Minnesota	0.2266
National Highway Traffic Safety Administration	0.2262
Arabic	0.2257
Science technology engineering and mathematics	0.2212
Communication software	0.2189
Social ethics	0.2149
Software	0.2149
Oklahoma City	0.2092
Pneumothorax	0.2087
Car	0.2083
Vehicle operation	0.2069
IOS software	0.2027
Secondary sources	0.2019
Mobile telecommunications	0.2017
Disease	0.2012
Sport utility vehicle	0.2005
29	-1
Reward system	1
Brain	1
Social media	1
Text messaging	1
Dopamine	1
Distracted driving	1
Self-control	1
Pleasure	1
Addiction	1
Telephone	1
Facebook	1
Human multitasking	1
Smartphone	1
Technology	1
Neuroscience	1
Psychology	1
Behavioural sciences	1
Internet	0.9849
Mobile phone	0.9413
Nervous system	0.8693
Facebook Messenger	0.8031
Cognition	0.7114
CNN	0.7008
Cognitive science	0.6967
Twitter	0.6862
Eating	0.6456
Psychological concepts	0.615
Neurophysiology	0.586
Mental health	0.5832
Communication	0.5796
Social psychology	0.5652
Media multitasking	0.5601
Psychiatry	0.5533
Mental processes	0.5472
Online services	0.5291
Texting while driving	0.5115
Cyberspace	0.4941
Computer-mediated communication	0.4829
Electronic circuit	0.4816
Potato chip	0.4606
Animal anatomy	0.4457
Digital media	0.445
Central nervous system	0.4403
Email	0.4403
Science	0.4358
Illusion	0.4195
Potato	0.4156
Computing	0.4139
Telecommunications	0.4123
Organs	0.4086
Health	0.3924
Handsfree	0.3902
Mass media	0.3804
Prefrontal cortex	0.3732
Nothing	0.3731
Science technology engineering and mathematics	0.3574
Video game	0.3548
Compulsive behavior	0.3422
Intellectual works	0.3414
United States	0.3371
